Mar 24, 2015 09:44:50.496077000 Eastern Summer Time	74.125.226.63	192.168.122.200	1421	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.496303000 Eastern Summer Time	74.125.226.63	192.168.122.200	1421	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.496554000 Eastern Summer Time	74.125.226.63	192.168.122.200	1421	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.496744000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.518622000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.518895000 Eastern Summer Time	192.168.122.200	74.125.226.63	66	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.527362000 Eastern Summer Time	192.168.122.200	192.168.122.2	75	eth:ethertype:ip:udp:dns
Mar 24, 2015 09:44:50.532075000 Eastern Summer Time	74.125.226.63	192.168.122.200	1421	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.532207000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.542921000 Eastern Summer Time	74.125.226.63	192.168.122.200	1421	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.560143000 Eastern Summer Time	192.168.122.200	74.125.226.63	66	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.582185000 Eastern Summer Time	74.125.226.63	192.168.122.200	1421	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.582215000 Eastern Summer Time	74.125.226.63	192.168.122.200	79	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.582407000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.620077000 Eastern Summer Time	192.168.122.200	74.125.226.63	735	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.631886000 Eastern Summer Time	74.125.226.63	192.168.122.200	66	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.631912000 Eastern Summer Time	74.125.226.63	192.168.122.200	54	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.632065000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.632175000 Eastern Summer Time	192.168.122.2	192.168.122.200	139	eth:ethertype:ip:udp:dns
Mar 24, 2015 09:44:50.632215000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.638639000 Eastern Summer Time	192.168.122.200	74.125.226.63	66	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.639354000 Eastern Summer Time	192.168.122.200	74.125.226.23	66	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.639677000 Eastern Summer Time	192.168.122.200	74.125.226.63	241	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.681999000 Eastern Summer Time	74.125.226.63	192.168.122.200	66	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.682472000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.683441000 Eastern Summer Time	192.168.122.200	74.125.226.63	241	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.693950000 Eastern Summer Time	74.125.226.63	192.168.122.200	54	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.694325000 Eastern Summer Time	74.125.226.63	192.168.122.200	1406	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.694573000 Eastern Summer Time	74.125.226.63	192.168.122.200	1406	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.694798000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.694837000 Eastern Summer Time	74.125.226.63	192.168.122.200	1421	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.694848000 Eastern Summer Time	74.125.226.63	192.168.122.200	1391	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.695073000 Eastern Summer Time	74.125.226.63	192.168.122.200	1406	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.695082000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.695327000 Eastern Summer Time	74.125.226.63	192.168.122.200	1421	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.695342000 Eastern Summer Time	74.125.226.63	192.168.122.200	1391	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.695469000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.732361000 Eastern Summer Time	74.125.226.63	192.168.122.200	1406	eth:ethertype:ip:tcp:tls
